reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,game
3d54f569-3331-4165-a9e5-d8cf4c787e62,Binuli Lokugama,https://play-lh.googleusercontent.com/a-/ALV-UjVJxDK8R2YRihzSYSXMn8LK3HYuaQ-r1OiGv7bzemjadhiZJFrS,Fun game to play while you are board,5,0,,2026-01-25 12:56:53,Thanks for the 5-star review! We're glad the game helps pass the time when you're bored – it's awesome to hear you're having fun. 😊,2026-01-25 14:01:11,,Block_Blust
3b2143ac-4f53-4c1e-b380-5ba95c42c34d,Isi,https://play-lh.googleusercontent.com/a-/ALV-UjWhXlyrbo8F6BMODK0P-dZVZfP8AhvVMQV6rrqr-Cm_WM_nNfT1,A very good app i enjoy playing it so much you can even play it offline,5,0,,2026-01-25 12:55:27,Awesome to hear you're enjoying the app so much! We're thrilled that the offline feature adds to your fun. Thanks for the 5-star love! 😊,2026-01-25 14:01:10,,Block_Blust
5d1296bb-7142-46e9-a493-81fdf5bbaec4,jignesh shelat,https://play-lh.googleusercontent.com/a/ACg8ocKCAL38kIUsU5O_jjtQO9RkilLa-Q-h9c767wZJolkHs6Gp9Q=mo,nice 👍,5,0,9.0.8,2026-01-25 12:48:39,Super glad you're enjoying it! 😊 Thanks so much for the 5 stars – that really means a lot. Hope you keep having fun with those satisfying block clears! ❤️,2026-01-25 14:10:05,9.0.8,Block_Blust
e54e580c-0af4-4319-a523-606c09813e95,Attaullah Asadullah Samoo,https://play-lh.googleusercontent.com/a/ACg8ocKOilw9R9CsIRgLGRlO-9e_79KMc1UwgIyVTDSj77HNAwFOYA=mo,block blast best,5,0,9.0.8,2026-01-25 12:47:15,Thank you so much for the high praise! We're truly happy to know you're loving the game. Keep enjoying the puzzles! 😊,2026-01-25 14:10:18,9.0.8,Block_Blust
c458ebc7-953e-4f99-a859-beed04bf9a64,Sajid qureshi Qureshi,https://play-lh.googleusercontent.com/a-/ALV-UjWM5w-4Cs6vWetzZ4Ozt3gA0Zfv3XlCVX1zjeM_hhT493iioFw,it good game I like this game,5,0,,2026-01-25 12:45:10,Thanks so much for the kind words and the 5-star rating! 😊 We're thrilled to hear you're having fun with it. Your support means a lot!,2026-01-25 14:10:15,,Block_Blust
7eb34d8b-d080-41c4-b359-c8215c0d55cc,Andy Essel,https://play-lh.googleusercontent.com/a-/ALV-UjUKqfqRoIeZyvuaAco7-7Volt-9i27865LibFOKq1BHkZN2RuD3,great puzzle,5,0,8.9.9,2026-01-25 12:37:21,Thank you for the 5-star review! We're thrilled you're enjoying the puzzle fun. 😊 Happy gaming!,2026-01-25 14:10:09,8.9.9,Block_Blust
1cab5660-e63e-4a34-a71f-5a48367341d2,Lilian Muriithi,https://play-lh.googleusercontent.com/a-/ALV-UjUr8jDyNCdANIT00vlTU_4-UGt33glIp_pDXKqyA4fkP1wDkVrC,best game everrrrr,5,0,9.0.8,2026-01-25 12:32:46,看到你的评价简直开心到飞起！❤️ 能得到这样的认可真是我们最大的动力，会继续努力给大家带来更好的体验～ 谢谢你的支持！✨,2026-01-25 13:31:03,9.0.8,Block_Blust
0bbe9a63-badc-41e3-a429-38e8761a2968,Patricia Reese,https://play-lh.googleusercontent.com/a/ACg8ocIDa9s6nW4jOeCGayvBGSyIhhFh7jxPxC5D-3KvDId7nk-wdA=mo,love this game 🎯,5,0,,2026-01-25 12:22:05,Awesome to hear you love the game! 🎯 Your 5-star rating means a lot. Have a blast playing! 😄,2026-01-25 13:50:00,,Block_Blust
26191ca8-e4c8-4fb6-889f-b2d206eca61e,Dev sa,https://play-lh.googleusercontent.com/a-/ALV-UjXiEJjBmSir5krYH31x3NYC5qQMAx8b46bcaNsmsJFIXffygu4,good game,5,0,8.9.2,2026-01-25 12:06:33,Thank you for the awesome feedback and 5 stars! We're so glad you're having fun. Happy gaming! 😊,2026-01-25 13:10:00,8.9.2,Block_Blust
e5b7a50a-614b-4c84-abdc-07ac418630ee,Megan Chin,https://play-lh.googleusercontent.com/a-/ALV-UjWuYFs7PKyIvMgjULjSe77CZ82Z6R4XWhxqXctekd5P7dQXnZIs,yey,5,0,8.9.7,2026-01-25 12:03:46,Yey! Thanks for the awesome 5-star rating! 😊 We're so glad you're enjoying the puzzle fun. Keep on playing and having a great time!,2026-01-25 13:10:20,8.9.7,Block_Blust
2cde9a2c-125d-45bb-b255-460cbf6f8b9c,Shabaj Khan,https://play-lh.googleusercontent.com/a-/ALV-UjUladsWJmkkBr1XVt4zb3SbCgjqM2w_dJ05i5i2h9f_ia82ChTz,im block blast king,5,0,9.0.4,2026-01-25 12:03:31,"Wow, you're the king of the game! 👑 Thanks for the 5-star rating and for being such a pro player. Keep crushing it!",2026-01-25 13:10:04,9.0.4,Block_Blust
f45f6634-8702-4214-b280-389a13d0407b,Alaina Simpson,https://play-lh.googleusercontent.com/a/ACg8ocKduLCsfcf_YU5ERTHCqE83WPF8jbIj_TDLC_RIaU1hVTRP9w=mo,it's amazing!!!!! so fun when ur bored and also it works without internet and there's more games too!!!!!!!!!!,5,0,9.0.8,2026-01-25 12:02:25,Thanks for the awesome review! 😊 We're thrilled you enjoy playing offline and find it fun anytime. There's more to explore – keep having a blast!,2026-01-25 13:10:24,9.0.8,Block_Blust
7663ddd7-58fe-400a-884b-e2681bf0b6c3,Ruchi Mittal,https://play-lh.googleusercontent.com/a/ACg8ocIp6-E07S3K90k3vbqUGpzHY07arrHH5IGv2yUYoCEcyvdnbw=mo,This was the best game ever,5,0,,2026-01-25 11:59:29,"Wow, thank you for the 5-star review! We're thrilled you think it's the best game ever. Your support means a lot to us. 😊🎮",2026-01-25 13:20:08,,Block_Blust
ca107f3b-054b-4769-9200-13e49d2801ab,DRUSILLA DERRICK,https://play-lh.googleusercontent.com/a/ACg8ocII2SpOJzDdW1q134-ya4_v6ysIFoun06yp7AEB9HEtYlAJEQ=mo,I will nerve give up 💪💪,5,0,6.6.2,2026-01-25 11:53:08,"Wow, that's awesome to hear! 💪 Your determination is truly inspiring. Keep pushing through the challenges and have fun with the puzzles! We're thrilled to have players like you.",2026-01-25 13:20:14,6.6.2,Block_Blust
9d0e1912-9c4c-48d5-a59d-f28cb3d03a26,Lateline Joseph,https://play-lh.googleusercontent.com/a/ACg8ocKtj1M81YvUjYJisg1Etou8eaasXNyIOk54LPJ_CBH286HIZw=mo,IN SOUTH AFRICA THIS ONE A LEGEND,5,0,,2026-01-25 11:46:55,"Wow, thank you so much! It's incredible to hear that our game is considered a legend in South Africa. 😊 Your support means the world to us—keep enjoying those puzzles!",2026-01-25 12:31:09,,Block_Blust
0a759929-c837-47b4-89df-ee671254558f,lydia John,https://play-lh.googleusercontent.com/a/ACg8ocLIPGNtpMJeC-v_bR4NcncoRgI1rg1Qi-j9TeJcrRuI4iCo_w=mo,it's just the best,5,0,7.1.2,2026-01-25 11:42:11,"Aww, that's so kind of you! We're thrilled you're loving it and think it's the best. Thanks for the amazing support and happy gaming! 😊",2026-01-25 12:31:03,7.1.2,Block_Blust
4bf32c36-5b1c-4485-8f63-147670066bf5,Srinu Katravath,https://play-lh.googleusercontent.com/a/ACg8ocKoBhkTAq3jKFSDpr2Or37RgxMRghHXxsxPQbON_fa12H_mrw=mo,super m,1,0,,2026-01-25 11:41:43,"Hey there, sorry to see the low rating. Could you tell us a bit more about what happened? We're listening and would love to make your experience better. Let us know what's on your mind! 🤔",2026-01-25 12:31:07,,Block_Blust
7c1d82a3-db98-4648-8eda-c9b0dad3756a,Sharbi,https://play-lh.googleusercontent.com/a/ACg8ocIy_P0tg3EAwyOogpMbQHnFtXnwVb_X0LuZia96Pfu4aiPsiw=mo,but in my future score become veryy slowly,2,0,9.0.8,2026-01-25 11:40:15,Thanks for the feedback! We understand that score progression can feel slow at times. We're always tweaking the game to keep it balanced and fun. Keep experimenting with placements – it might help speed things up! 😊,2026-01-25 12:49:59,9.0.8,Block_Blust
b5b330a6-62cf-4800-b3bc-5da82f054ce7,Minke Jacobs,https://play-lh.googleusercontent.com/a-/ALV-UjUfFOalI4CNaEVWc6lRkapFdSUn0jglms8TqC6zQyVasSUUrIct,"Very fun game. I have one complaint though. For some reason I've been stuck on the light blue coloured blocks even after clearing the whole block, closing the game and starting on 0 but still I'm stuck with the light blue coloured blocks.",4,0,9.0.8,2026-01-25 11:39:38,Thanks for the 4-star rating and feedback! 😊 We're sorry to hear about the light blue blocks issue – we'll check into it to make things smoother. Appreciate you letting us know!,2026-01-25 13:01:29,9.0.8,Block_Blust
98347466-d5d0-4dca-a3d6-fecac32d89b3,Mmakola Phogojane,https://play-lh.googleusercontent.com/a-/ALV-UjUMd9h0hKwj5UHBLc-Mr_sDasmpXFXp7ZID2uzmnaSONkPfyEuMaQ,Nice and relaxing,5,0,9.0.8,2026-01-25 11:35:12,Thank you for the kind words! 😊 We're thrilled you find the game relaxing and enjoyable. It means a lot to us! Happy gaming!,2026-01-25 13:01:22,9.0.8,Block_Blust
8f07a848-1f16-4bb9-8a86-039c1404a352,Peter Lai,https://play-lh.googleusercontent.com/a-/ALV-UjXzKb0934ypOeyuF6Bo3x-BXafFkdE29Y-AGdYxtvA8Nnj9B1E,keep opening other programs... so irritating.,1,0,,2026-01-25 11:33:17,"Oh, sorry to hear that! 😔 It's definitely frustrating when things pop up unexpectedly. We're looking into this issue and will try to make the experience smoother. Thanks for letting us know!",2026-01-25 13:01:19,,Block_Blust
80ec2aa8-c68b-46b0-831c-27afc240a7f5,Ave Lacamento,https://play-lh.googleusercontent.com/a/ACg8ocIbwNi7f73ej0wou4m6A74-RF22Ss-tR6caaHA_05hLpdA7Jw=mo,I love this game but I cannot beat my high score,5,0,,2026-01-25 11:23:36,"Thanks for the love! Breaking your own high score is always tough — sometimes a fresh look at the board helps. Keep strategizing and trying new patterns, you'll get there! 🎮💪",2026-01-25 13:10:11,,Block_Blust
8b16b5b8-e3ac-4329-8642-70f3765417d2,Jinjul Navarro,https://play-lh.googleusercontent.com/a/ACg8ocIN4iMdI8jbmTmgxhHH1pLUIH4bdeHtVueis8-ZsgSn-W63Xw=mo,Very nice game,5,0,,2026-01-25 11:22:57,Glad you're enjoying it! 🎉 Thanks for the kind words and the 5 stars – really means a lot. Hope you continue to have fun!,2026-01-25 13:10:13,,Block_Blust
7adeda53-475d-4614-8461-31b7b8f57ba1,Hugh Enzo,https://play-lh.googleusercontent.com/a-/ALV-UjUTvbEOKui6-28g2ggIniZMmMfZfNF6NiJRYThczjEfbBTQ8YQ,most iconic game ever offline and very fun😄,5,0,,2026-01-25 11:12:36,"Wow, thanks for the 5 stars! ❤️ Calling it \",2026-01-25 11:41:02,,Block_Blust
6b54c4ab-5a60-4389-a677-7a808998689a,Anees Fatima,https://play-lh.googleusercontent.com/a-/ALV-UjW2jo-JYl5ejHGivFNW5vuksypUsbVkGJFMR5v2cov2rfGXVoDa,for ads,1,0,9.0.2,2026-01-25 11:10:32,Sorry to hear that you're frustrated with the ads. We value your feedback and are always looking into ways to enhance your gaming experience. Thanks for letting us know! 😊,2026-01-25 11:40:59,9.0.2,Block_Blust
0a1faf6c-4e83-41f4-af96-ba86c66268e5,Nur Dayana,https://play-lh.googleusercontent.com/a/ACg8ocJEOicNhjq6ywe4yM_apKzg-wH-RlMrdHj-eUmwFWJhcO1VtA=mo,I play when I boring and when no wifi,5,0,9.0.6,2026-01-25 11:00:01,,,9.0.6,Block_Blust
d2ca70d4-1332-4745-9334-489c4787836b,Charli Hopkins,https://play-lh.googleusercontent.com/a/ACg8ocK7PVTWe7sURY4J5Nc8-c4AnwFmUxSQq-PtCpGx24i7Y6VxWA=mo,its relaxing and it makes me feel calm I love block blast,5,0,9.1.0,2026-01-25 10:52:14,It's wonderful to hear that our game brings you relaxation and calmness! 😊 We're thrilled it resonates with you and appreciate your kind words. Keep enjoying those peaceful moments!,2026-01-25 11:50:19,9.1.0,Block_Blust
4ce8ec10-3237-442a-aa31-fffe5e7f2552,Zahwa PutriNabila,https://play-lh.googleusercontent.com/a/ACg8ocI1WSaMtPqgmyOe7aMlq8D7BtMcS3NOskzVaJ6xPx81XuW7Mw=mo,karna gaada di aplikasi,1,0,9.0.8,2026-01-25 10:50:26,Halo! Maaf ya kalau game-ya sulit ditemukan di aplikasi. Coba cari lagi di store atau hubungi dukungan kami untuk bantuan. Terima kasih atas masukanmu! 🙏,2026-01-25 11:50:02,9.0.8,Block_Blust
f9fb914d-bc8f-41cb-a94e-2e638d6c69aa,Choudhary Farid Hussain,https://play-lh.googleusercontent.com/a/ACg8ocIQsfUeX_Rd3dPnv8TwobMSuzHoYjzp5WiViQwxkSCKfEDP32c=mo,good,5,0,9.1.0,2026-01-25 10:40:45,Thank you for the 5-star love! 😊 We're so happy you're enjoying it—keep having fun with those blocks!,2026-01-25 11:31:23,9.1.0,Block_Blust
5fe92965-07fd-4147-8248-aa4f00a2abe6,Brantley,https://play-lh.googleusercontent.com/a/ACg8ocLdVFUFKca9gH6IpFWbZoKgWMfc3dAlcZ4nMcFENkV6SEPtwg=mo,I like this game because there's so much levels.,5,0,9.1.0,2026-01-25 10:29:56,Thanks for the 5-star review! 😊 We're really glad to hear you're enjoying all the levels. It means a lot to know that players like you appreciate the variety. Your encouragement keeps us motivated!,2026-01-25 11:31:06,9.1.0,Block_Blust
192d3d09-d684-460c-aa6a-28d36e4c0d2f,Darren Smith,https://play-lh.googleusercontent.com/a/ACg8ocKIXOk8-RvNN4rEPR7GuDFSgCSjU_3FWN0fuPtGlUbQuwxVMg=mo,"very fun and addictive,great game!",5,0,9.0.8,2026-01-25 10:10:54,Thank you so much! We're glad you're having fun and finding it addictive. Your support means a lot to us! 😊,2026-01-25 10:50:01,9.0.8,Block_Blust
59a18f3e-b1c9-4b55-b62c-e191950e105a,Gowin Gowin,https://play-lh.googleusercontent.com/a/ACg8ocKS7Ua-qmssOIsaG4z43PMjFmDexPa3QDkmi1JI48QtDP2AoQ=mo,My favourite Antistress game!,5,0,9.0.8,2026-01-25 10:06:28,Hey there! We're thrilled to hear our puzzle game is your favorite way to unwind. 😊 Thanks so much for the 5-star love—it means a lot!,2026-01-25 10:50:09,9.0.8,Block_Blust
c2c168b7-ce36-4d6c-9d9d-8abf18b41fe8,Alyaa Moosa,https://play-lh.googleusercontent.com/a/ACg8ocIH2KaQ1Jnt0Y3ruVVy4VqvaXUCVJLmbWbk_q0pDajw23cEUw=mo,I love this game everytime I have stress I play this and it helps a lot ❤️ :),5,0,,2026-01-25 09:57:44,"Aw, that's so sweet to hear! 😊 Really happy our game can be a little stress-reliever for you. Thanks for the love and keep enjoying those relaxing sessions!",2026-01-25 11:01:43,,Block_Blust
386b4da0-d4fc-42c5-8208-9692aed92e3e,Datuna,https://play-lh.googleusercontent.com/a-/ALV-UjWLO413EgeKVal-P_BQGh2ZtjTsBOrcj_1JxA_Vxz8uEjalStQB,nice and funny game.,5,0,9.0.8,2026-01-25 09:50:28,Glad you're having fun with the puzzles! 😊 Thanks for the kind words and the awesome rating. Hope you keep enjoying those satisfying clears!,2026-01-25 11:01:19,9.0.8,Block_Blust
00d4f6d8-c07c-457c-97c2-525ea9b9d637,Diana Manlin Scheurer,https://play-lh.googleusercontent.com/a-/ALV-UjVAJNfiWhUWjPsnMwd4v9ow65iMWE36tZI3d4I-iQZvTxWXK6Q,this is so cool,5,0,,2026-01-25 09:48:34,Awesome to hear that! 😊 So glad you're enjoying it. Keep having fun and happy blasting!,2026-01-25 11:01:04,,Block_Blust
e1f80a51-a981-4bb1-9a10-a864e00af980,Riyaja pasha Riyaja pasha,https://play-lh.googleusercontent.com/a/ACg8ocKWTRSIQJEpYEykCPlhzsULSIBHzNYEgCvxNqmYX9iFpZ2TzQ=mo,ಬೆಸ್ಟ್ ಗೇಮ್,5,0,9.0.1,2026-01-25 09:19:31,ಧನ್ಯವಾದಗಳು! ನಿಮ್ಮ ಪ್ರಶಂಸೆ ನಮಗೆ ಖುಷಿ ತಂದಿದೆ 😊 ಇನ್ನೂ ಚೆನ್ನಾಗಿ ಮಾಡಲು ಶ್ರಮಿಸುತ್ತೇವೆ!,2026-01-25 10:50:24,9.0.1,Block_Blust
bce414db-4544-4fdb-a3f6-ef8881791f9b,Jamilla,https://play-lh.googleusercontent.com/a/ACg8ocKPRAaBKMgevw7sUAJtt_2AUGDiPz1Hp227fuFS_OTWyH-1lw=mo,"this game is so enjoying to play, even my mom love this game, nothing let me stop playing this game. 😚😘🥰😍",5,0,,2026-01-25 09:15:50,,,,Block_Blust
bf471acc-c41a-4164-8028-27996f6bf75e,MaeTwinkz40,https://play-lh.googleusercontent.com/a/ACg8ocImGGDoqPsdYCaj6r5S5mONWWPHYg0YVJ0aqALXmPDOJLXt6w=mo,i could just play this everyday,5,0,9.0.8,2026-01-25 09:13:49,Thanks for the love! That's exactly what we hoped for – a little puzzle fun you can enjoy anytime. 😊 Keep on blasting!,2026-01-25 10:50:19,9.0.8,Block_Blust
ce71c9ac-62f7-4c53-bd11-7214ee8f5c24,Martijn van de Donk,https://play-lh.googleusercontent.com/a-/ALV-UjV4iLnaR7907AyJajhnhI9GGKxL5pb2rfN3hMftEWlJEb_gxWeh,deceptive marketing,1,0,,2026-01-25 09:11:35,"Hi, thanks for sharing your concern. We're sorry if anything felt misleading — we always aim to be clear and appreciate honest feedback like yours. We'll definitely look into this to do better. 😊",2026-01-25 09:50:22,,Block_Blust
0cd41844-bd35-4c42-ace4-d78df9ba5a19,Rais Khan,https://play-lh.googleusercontent.com/a/ACg8ocJWBGFErzgXwuktWlWJ-eRSTvCwX0Uiu3Re9dzFPupkB9bNaQ=mo,I'm enjoying this game it's very nice almost all my family members playy this game,5,0,9.0.3,2026-01-25 09:09:59,Thank you so much! It's wonderful to hear that you and your family are enjoying the game. Keep having fun together! 😊,2026-01-25 09:49:59,9.0.3,Block_Blust
48ca6d78-2265-4370-8da0-33bfb6b133b3,Bhargav Dhndukiya,https://play-lh.googleusercontent.com/a/ACg8ocJobnBMBD8cLFZDvlLiHS83ykEXsx19zh9pZLYMcwGON7balA=mo,were good 👍😊😊😊😊👍😊😊👍👍👍😊😊👍👍,5,0,,2026-01-25 08:55:00,Thanks for the awesome review and all those smiles! 😊 We're so glad you're enjoying the puzzle fun. Keep having a blast and stay tuned for more updates! 👍,2026-01-25 10:01:21,,Block_Blust
0d466d80-c4c4-4885-85ff-4fb2de4f24e7,rajkumar bawa,https://play-lh.googleusercontent.com/a-/ALV-UjWUgY8pqwVKEiYhLVp7ocLv_fG6NjWX9a_CyQCfJzOJPOeJl0GCrQ,this is an mind game and it sharp your brain,5,0,,2026-01-25 08:53:38,Thank you for your feedback! We're glad you find the game mentally engaging and great for sharpening your mind. 😊 Keep enjoying those brain workouts!,2026-01-25 10:01:05,,Block_Blust
3ed45fd3-cb10-4f5e-a10a-16aa7e0cf53d,Ann Tango,https://play-lh.googleusercontent.com/a-/ALV-UjU3W2ibERsBDtmWUXkXEsW5jdmTnqRfSt-BB-wOMq9gNhqzwkIQ,I LOVE this game🩷🩷🩷,5,0,9.1.0,2026-01-25 08:53:32,Thank you so much! Your love means a lot to us—we're thrilled you're enjoying the game! 😊 Keep having fun and spread the joy!,2026-01-25 10:01:17,9.1.0,Block_Blust
64e10df6-20fd-42c0-aa67-fa6f3b2c1ee3,Athira Sebastian,https://play-lh.googleusercontent.com/a/ACg8ocLw53J0Eszhop-D-bGJTFyeOI-PmHdAoJee1X43Q2aVZhjbxA=mo,its so good that i literally fell love with it. Its actually a brain boosting game. i am going to download it in all of my 20 phones. If you are going to download this game no second thought just download it......... ❤️❤️❤️❤️❤️❤️🙏🙏👍👍👍,5,0,9.0.8,2026-01-25 08:46:25,"Wow, thank you so much for this amazing review! 🥰 It makes our day to know you love the game and find it good for your brain. Please share it with all your friends (maybe not all 20 phones though, haha!). Enjoy playing! ❤️",2026-01-25 10:01:23,9.0.8,Block_Blust
40a6aa39-6310-4710-87b1-81fc7f0fa783,Madrasah Ayeni,https://play-lh.googleusercontent.com/a/ACg8ocIHe8VVjCohhPwX3gqpObj9iFfO-cOoLCm4Cv0iZcWsn4MMPw=mo,great fun,5,0,9.0.8,2026-01-25 08:38:26,Glad you're having fun with it! That's exactly what we aim for - a relaxing yet engaging puzzle experience. Keep enjoying those satisfying clears! 😊,2026-01-25 10:01:19,9.0.8,Block_Blust
e27f1cfa-3acb-4bdc-ad7b-00ce550fef3b,Poonam Singh,https://play-lh.googleusercontent.com/a/ACg8ocIB9v8I0nIh0HgwkukZbqH1rqgtgBtdXFn8Cm4-EeoRtVfDRw=mo,bast game,5,0,8.8.4,2026-01-25 08:36:09,Thanks for the 5-star rating! We're thrilled you're enjoying the game — your support means a lot! 😊,2026-01-25 10:01:33,8.8.4,Block_Blust
d0563e93-0edb-4135-8057-b55f0f3183e4,Tracey B Fidler,https://play-lh.googleusercontent.com/a-/ALV-UjWcIniCLudyMf3-8-LIBjle2YFNm9pU8inuB25i_uqp_vLpqFM5zQ,Love it 🌟🤩🌟 Hate the Temu Adds!,4,0,7.2.0,2026-01-25 08:31:24,,,7.2.0,Block_Blust
9cb2a13e-4c23-4b11-952b-ed8c02f3dffd,K L,https://play-lh.googleusercontent.com/a/ACg8ocKR6XxCUV5NhcGW3GMDO0Qt-VVVbLEqzH6CucrXnmE4yh-bTg=mo,like next level titrus,4,0,8.8.7,2026-01-25 08:25:04,"Hey, thanks for the kind words! Comparing it to Tetris is a huge compliment. We're always listening to feedback to keep things fresh and fun. 😊",2026-01-25 09:31:12,8.8.7,Block_Blust
fecc300c-1ff5-496a-ab77-f49adbd098b0,Luphawu Vakala,https://play-lh.googleusercontent.com/a/ACg8ocKk0igah8Kz_lvnn9vc3n_LvL52ZTfUN6shmHDvElnsvZXmbg=mo,love it but the ads,4,0,9.0.3,2026-01-25 08:10:36,Thanks for the love and feedback! We're always working on making the game better for players like you. We'll keep your thoughts in mind. 😊,2026-01-25 08:31:15,9.0.3,Block_Blust
aa085910-26d7-454f-ae25-a0836fb5a335,Noxolo Louw,https://play-lh.googleusercontent.com/a/ACg8ocKJ4Pw7M3DpM3ilenCr4mte-h-ChL_osyD9MbBbTh3J1ROPpA=mo,satisfying,5,0,9.0.8,2026-01-25 08:06:26,看到您用这个词来形容游戏，我们整个团队都超开心的！没错，那种方块整排消除的瞬间，真的超解压，我们自己也玩得停不下来呢。感谢您的满分喜爱！ 😄,2026-01-25 08:31:10,9.0.8,Block_Blust
0fe44030-9690-482a-9405-bc64156df481,Vimal04vm lika,https://play-lh.googleusercontent.com/a-/ALV-UjXWtg6Li2RceM18QJ1mdfNJN25AWtfXzpUnjehlngKEijwC4Wo,nice 🎮,5,0,9.0.4,2026-01-25 08:05:41,看到你玩得开心，我们也很开心！感谢你的五星好评，继续享受游戏乐趣吧 🎮,2026-01-25 08:31:04,9.0.4,Block_Blust
